configuration,window,split,type,size,defects
3,10,13,tr,5671,2867
3,10,13,test,247,144
3,10,13,test,442,281
3,10,13,test,32,2
3,10,13,test,10,5
3,10,13,test,340,203
3,10,13,test,229,78
3,10,13,test,965,188
3,10,13,test,385,248
3,10,13,test,256,86
3,10,13,test,157,16
3,10,13,test,214,142
3,10,13,test,608,216
3,10,13,test,314,37
3,10,13,test,222,60
3,10,13,test,352,40
3,10,13,test,51,10
3,10,13,test,872,145
3,10,13,test,237,141
3,10,13,test,339,13
3,10,14,tr,6879,2765
3,10,14,test,608,216
3,10,14,test,10,5
3,10,14,test,340,203
3,10,14,test,229,78
3,10,14,test,965,188
3,10,14,test,222,60
3,10,14,test,352,40
3,10,14,test,872,145
3,10,14,test,256,86
3,10,14,test,339,13
3,10,15,tr,8753,3597
3,10,15,test,608,216
3,10,15,test,10,5
3,10,15,test,340,203
3,10,15,test,229,78
3,10,15,test,965,188
3,10,15,test,352,40
3,10,15,test,872,145
3,10,15,test,256,86
3,10,15,test,339,13
3,10,16,tr,8252,3547
3,10,16,test,608,216
3,10,16,test,340,203
3,10,16,test,229,78
3,10,16,test,965,188
3,10,16,test,352,40
3,10,16,test,872,145
3,10,16,test,339,13
3,10,17,tr,7715,3251
3,10,17,test,608,216
3,10,17,test,965,188
3,10,17,test,352,40
3,10,17,test,872,145
3,10,17,test,339,13
3,11,1,tr,162,77
3,11,1,test,247,144
3,11,1,test,723,110
3,11,1,test,442,281
3,11,1,test,10,5
3,11,1,test,229,78
3,11,1,test,135,34
3,11,1,test,858,77
3,11,1,test,6,1
3,11,1,test,256,86
3,11,1,test,178,40
3,11,1,test,214,142
3,11,1,test,803,387
3,11,1,test,111,63
3,11,1,test,608,216
3,11,1,test,314,37
3,11,1,test,453,69
3,11,1,test,293,32
3,11,1,test,885,411
3,11,1,test,339,13
3,11,1,test,205,189
3,11,1,test,32,2
3,11,1,test,26,20
3,11,1,test,340,203
3,11,1,test,965,188
3,11,1,test,196,147
3,11,1,test,385,248
3,11,1,test,588,437
3,11,1,test,351,92
3,11,1,test,909,898
3,11,1,test,157,16
3,11,1,test,109,37
3,11,1,test,222,60
3,11,1,test,352,40
3,11,1,test,745,166
3,11,1,test,195,91
3,11,1,test,51,10
3,11,1,test,872,145
3,11,1,test,29,5
3,11,1,test,237,141
3,11,1,test,125,20
3,11,1,test,241,16
3,11,2,tr,602,148
3,11,2,test,247,144
3,11,2,test,723,110
3,11,2,test,442,281
3,11,2,test,10,5
3,11,2,test,229,78
3,11,2,test,135,34
3,11,2,test,858,77
3,11,2,test,6,1
3,11,2,test,256,86
3,11,2,test,178,40
3,11,2,test,214,142
3,11,2,test,803,387
3,11,2,test,111,63
3,11,2,test,608,216
3,11,2,test,314,37
3,11,2,test,293,32
3,11,2,test,885,411
3,11,2,test,339,13
3,11,2,test,205,189
3,11,2,test,32,2
3,11,2,test,26,20
3,11,2,test,340,203
3,11,2,test,965,188
3,11,2,test,196,147
3,11,2,test,385,248
3,11,2,test,588,437
3,11,2,test,351,92
3,11,2,test,909,898
3,11,2,test,157,16
3,11,2,test,109,37
3,11,2,test,222,60
3,11,2,test,352,40
3,11,2,test,745,166
3,11,2,test,195,91
3,11,2,test,51,10
3,11,2,test,872,145
3,11,2,test,29,5
3,11,2,test,237,141
3,11,2,test,125,20
3,11,2,test,241,16
3,11,3,tr,1055,217
3,11,3,test,247,144
3,11,3,test,723,110
3,11,3,test,442,281
3,11,3,test,10,5
3,11,3,test,229,78
3,11,3,test,858,77
3,11,3,test,6,1
3,11,3,test,256,86
3,11,3,test,178,40
3,11,3,test,214,142
3,11,3,test,803,387
3,11,3,test,111,63
3,11,3,test,608,216
3,11,3,test,314,37
3,11,3,test,293,32
3,11,3,test,885,411
3,11,3,test,339,13
3,11,3,test,205,189
3,11,3,test,32,2
3,11,3,test,26,20
3,11,3,test,340,203
3,11,3,test,965,188
3,11,3,test,196,147
3,11,3,test,385,248
3,11,3,test,351,92
3,11,3,test,909,898
3,11,3,test,157,16
3,11,3,test,222,60
3,11,3,test,352,40
3,11,3,test,745,166
3,11,3,test,195,91
3,11,3,test,51,10
3,11,3,test,872,145
3,11,3,test,29,5
3,11,3,test,237,141
3,11,3,test,125,20
3,11,3,test,241,16
3,11,4,tr,1887,725
3,11,4,test,247,144
3,11,4,test,723,110
3,11,4,test,442,281
3,11,4,test,10,5
3,11,4,test,229,78
3,11,4,test,858,77
3,11,4,test,6,1
3,11,4,test,256,86
3,11,4,test,178,40
3,11,4,test,214,142
3,11,4,test,803,387
3,11,4,test,111,63
3,11,4,test,608,216
3,11,4,test,314,37
3,11,4,test,293,32
3,11,4,test,885,411
3,11,4,test,339,13
3,11,4,test,32,2
3,11,4,test,26,20
3,11,4,test,340,203
3,11,4,test,965,188
3,11,4,test,196,147
3,11,4,test,385,248
3,11,4,test,351,92
3,11,4,test,909,898
3,11,4,test,157,16
3,11,4,test,222,60
3,11,4,test,352,40
3,11,4,test,745,166
3,11,4,test,195,91
3,11,4,test,51,10
3,11,4,test,872,145
3,11,4,test,29,5
3,11,4,test,237,141
3,11,4,test,125,20
3,11,4,test,241,16
3,11,5,tr,2092,914
3,11,5,test,247,144
3,11,5,test,442,281
3,11,5,test,10,5
3,11,5,test,229,78
3,11,5,test,858,77
3,11,5,test,6,1
3,11,5,test,256,86
3,11,5,test,178,40
3,11,5,test,214,142
3,11,5,test,803,387
3,11,5,test,111,63
3,11,5,test,608,216
3,11,5,test,314,37
3,11,5,test,293,32
3,11,5,test,885,411
3,11,5,test,339,13
3,11,5,test,32,2
3,11,5,test,26,20
3,11,5,test,340,203
3,11,5,test,965,188
3,11,5,test,196,147
3,11,5,test,385,248
3,11,5,test,351,92
3,11,5,test,909,898
3,11,5,test,157,16
3,11,5,test,222,60
3,11,5,test,352,40
3,11,5,test,745,166
3,11,5,test,195,91
3,11,5,test,51,10
3,11,5,test,872,145
3,11,5,test,29,5
3,11,5,test,237,141
3,11,5,test,125,20
3,11,5,test,241,16
3,11,6,tr,2815,1024
3,11,6,test,247,144
3,11,6,test,442,281
3,11,6,test,10,5
3,11,6,test,229,78
3,11,6,test,858,77
3,11,6,test,6,1
3,11,6,test,256,86
3,11,6,test,178,40
3,11,6,test,214,142
3,11,6,test,111,63
3,11,6,test,608,216
3,11,6,test,314,37
3,11,6,test,293,32
3,11,6,test,885,411
3,11,6,test,339,13
3,11,6,test,32,2
3,11,6,test,26,20
3,11,6,test,340,203
3,11,6,test,965,188
3,11,6,test,196,147
3,11,6,test,385,248
3,11,6,test,351,92
3,11,6,test,909,898
3,11,6,test,157,16
3,11,6,test,222,60
3,11,6,test,352,40
3,11,6,test,745,166
3,11,6,test,195,91
3,11,6,test,51,10
3,11,6,test,872,145
3,11,6,test,29,5
3,11,6,test,237,141
3,11,6,test,125,20
3,11,6,test,241,16
3,11,7,tr,3618,1411
3,11,7,test,247,144
3,11,7,test,442,281
3,11,7,test,10,5
3,11,7,test,229,78
3,11,7,test,858,77
3,11,7,test,6,1
3,11,7,test,256,86
3,11,7,test,214,142
3,11,7,test,111,63
3,11,7,test,608,216
3,11,7,test,314,37
3,11,7,test,885,411
3,11,7,test,339,13
3,11,7,test,32,2
3,11,7,test,26,20
3,11,7,test,340,203
3,11,7,test,965,188
3,11,7,test,196,147
3,11,7,test,385,248
3,11,7,test,909,898
3,11,7,test,157,16
3,11,7,test,222,60
3,11,7,test,352,40
3,11,7,test,745,166
3,11,7,test,195,91
3,11,7,test,51,10
3,11,7,test,872,145
3,11,7,test,29,5
3,11,7,test,237,141
3,11,7,test,241,16
3,11,8,tr,4565,1595
3,11,8,test,247,144
3,11,8,test,442,281
3,11,8,test,10,5
3,11,8,test,229,78
3,11,8,test,858,77
3,11,8,test,6,1
3,11,8,test,256,86
3,11,8,test,214,142
3,11,8,test,111,63
3,11,8,test,608,216
3,11,8,test,314,37
3,11,8,test,339,13
3,11,8,test,32,2
3,11,8,test,340,203
3,11,8,test,965,188
3,11,8,test,196,147
3,11,8,test,385,248
3,11,8,test,909,898
3,11,8,test,157,16
3,11,8,test,222,60
3,11,8,test,352,40
3,11,8,test,745,166
3,11,8,test,195,91
3,11,8,test,51,10
3,11,8,test,872,145
3,11,8,test,29,5
3,11,8,test,237,141
3,11,8,test,241,16
3,11,9,tr,5476,2026
3,11,9,test,247,144
3,11,9,test,442,281
3,11,9,test,10,5
3,11,9,test,229,78
3,11,9,test,858,77
3,11,9,test,256,86
3,11,9,test,214,142
3,11,9,test,111,63
3,11,9,test,608,216
3,11,9,test,314,37
3,11,9,test,339,13
3,11,9,test,32,2
3,11,9,test,340,203
3,11,9,test,965,188
3,11,9,test,196,147
3,11,9,test,385,248
3,11,9,test,909,898
3,11,9,test,157,16
3,11,9,test,222,60
3,11,9,test,352,40
3,11,9,test,745,166
3,11,9,test,195,91
3,11,9,test,51,10
3,11,9,test,872,145
3,11,9,test,29,5
3,11,9,test,237,141
3,11,9,test,241,16
3,11,10,tr,5482,2027
3,11,10,test,247,144
3,11,10,test,442,281
3,11,10,test,10,5
3,11,10,test,229,78
3,11,10,test,858,77
3,11,10,test,256,86
3,11,10,test,214,142
3,11,10,test,608,216
3,11,10,test,314,37
3,11,10,test,339,13
3,11,10,test,32,2
3,11,10,test,340,203
3,11,10,test,965,188
3,11,10,test,196,147
3,11,10,test,385,248
3,11,10,test,909,898
3,11,10,test,157,16
3,11,10,test,222,60
3,11,10,test,352,40
3,11,10,test,745,166
3,11,10,test,195,91
3,11,10,test,51,10
3,11,10,test,872,145
3,11,10,test,237,141
3,11,10,test,241,16
3,11,11,tr,5622,2095
3,11,11,test,247,144
3,11,11,test,442,281
3,11,11,test,32,2
3,11,11,test,10,5
3,11,11,test,340,203
3,11,11,test,229,78
3,11,11,test,965,188
3,11,11,test,858,77
3,11,11,test,196,147
3,11,11,test,385,248
3,11,11,test,256,86
3,11,11,test,157,16
3,11,11,test,214,142
3,11,11,test,608,216
3,11,11,test,314,37
3,11,11,test,222,60
3,11,11,test,352,40
3,11,11,test,745,166
3,11,11,test,195,91
3,11,11,test,51,10
3,11,11,test,872,145
3,11,11,test,237,141
3,11,11,test,241,16
3,11,11,test,339,13
3,11,12,tr,6369,2916
3,11,12,test,247,144
3,11,12,test,442,281
3,11,12,test,32,2
3,11,12,test,10,5
3,11,12,test,340,203
3,11,12,test,229,78
3,11,12,test,965,188
3,11,12,test,858,77
3,11,12,test,196,147
3,11,12,test,385,248
3,11,12,test,256,86
3,11,12,test,157,16
3,11,12,test,214,142
3,11,12,test,608,216
3,11,12,test,314,37
3,11,12,test,222,60
3,11,12,test,352,40
3,11,12,test,745,166
3,11,12,test,51,10
3,11,12,test,872,145
3,11,12,test,237,141
3,11,12,test,241,16
3,11,12,test,339,13
3,11,13,tr,6124,2936
3,11,13,test,247,144
3,11,13,test,442,281
3,11,13,test,32,2
3,11,13,test,10,5
3,11,13,test,340,203
3,11,13,test,229,78
3,11,13,test,965,188
3,11,13,test,385,248
3,11,13,test,256,86
3,11,13,test,157,16
3,11,13,test,214,142
3,11,13,test,608,216
3,11,13,test,314,37
3,11,13,test,222,60
3,11,13,test,352,40
3,11,13,test,51,10
3,11,13,test,872,145
3,11,13,test,237,141
3,11,13,test,339,13
3,11,14,tr,7711,3273
3,11,14,test,608,216
3,11,14,test,10,5
3,11,14,test,340,203
3,11,14,test,229,78
3,11,14,test,965,188
3,11,14,test,222,60
3,11,14,test,352,40
3,11,14,test,872,145
3,11,14,test,256,86
3,11,14,test,339,13
3,11,15,tr,8958,3786
3,11,15,test,608,216
3,11,15,test,10,5
3,11,15,test,340,203
3,11,15,test,229,78
3,11,15,test,965,188
3,11,15,test,352,40
3,11,15,test,872,145
3,11,15,test,256,86
3,11,15,test,339,13
3,11,16,tr,8975,3657
3,11,16,test,608,216
3,11,16,test,340,203
3,11,16,test,229,78
3,11,16,test,965,188
3,11,16,test,352,40
3,11,16,test,872,145
3,11,16,test,339,13
3,11,17,tr,8518,3638
3,11,17,test,608,216
3,11,17,test,965,188
3,11,17,test,352,40
3,11,17,test,872,145
3,11,17,test,339,13
3,12,1,tr,162,77
3,12,1,test,247,144
3,12,1,test,723,110
3,12,1,test,442,281
3,12,1,test,10,5
3,12,1,test,229,78
3,12,1,test,135,34
3,12,1,test,858,77
3,12,1,test,6,1
3,12,1,test,256,86
3,12,1,test,178,40
3,12,1,test,214,142
3,12,1,test,803,387
3,12,1,test,111,63
3,12,1,test,608,216
3,12,1,test,314,37
3,12,1,test,453,69
3,12,1,test,293,32
3,12,1,test,885,411
3,12,1,test,339,13
3,12,1,test,205,189
3,12,1,test,32,2
3,12,1,test,26,20
3,12,1,test,340,203
3,12,1,test,965,188
3,12,1,test,196,147
3,12,1,test,385,248
3,12,1,test,588,437
3,12,1,test,351,92
3,12,1,test,909,898
3,12,1,test,157,16
3,12,1,test,109,37
3,12,1,test,222,60
3,12,1,test,352,40
3,12,1,test,745,166
3,12,1,test,195,91
3,12,1,test,51,10
3,12,1,test,872,145
3,12,1,test,29,5
3,12,1,test,237,141
3,12,1,test,125,20
3,12,1,test,241,16
3,12,2,tr,602,148
3,12,2,test,247,144
3,12,2,test,723,110
3,12,2,test,442,281
3,12,2,test,10,5
3,12,2,test,229,78
3,12,2,test,135,34
3,12,2,test,858,77
3,12,2,test,6,1
3,12,2,test,256,86
3,12,2,test,178,40
3,12,2,test,214,142
3,12,2,test,803,387
3,12,2,test,111,63
3,12,2,test,608,216
3,12,2,test,314,37
3,12,2,test,293,32
3,12,2,test,885,411
3,12,2,test,339,13
3,12,2,test,205,189
3,12,2,test,32,2
3,12,2,test,26,20
3,12,2,test,340,203
3,12,2,test,965,188
3,12,2,test,196,147
3,12,2,test,385,248
3,12,2,test,588,437
3,12,2,test,351,92
3,12,2,test,909,898
3,12,2,test,157,16
3,12,2,test,109,37
3,12,2,test,222,60
3,12,2,test,352,40
3,12,2,test,745,166
3,12,2,test,195,91
3,12,2,test,51,10
3,12,2,test,872,145
3,12,2,test,29,5
3,12,2,test,237,141
3,12,2,test,125,20
3,12,2,test,241,16
3,12,3,tr,1055,217
3,12,3,test,247,144
3,12,3,test,723,110
3,12,3,test,442,281
3,12,3,test,10,5
3,12,3,test,229,78
3,12,3,test,858,77
3,12,3,test,6,1
3,12,3,test,256,86
3,12,3,test,178,40
3,12,3,test,214,142
3,12,3,test,803,387
3,12,3,test,111,63
3,12,3,test,608,216
3,12,3,test,314,37
3,12,3,test,293,32
3,12,3,test,885,411
3,12,3,test,339,13
3,12,3,test,205,189
3,12,3,test,32,2
3,12,3,test,26,20
3,12,3,test,340,203
3,12,3,test,965,188
3,12,3,test,196,147
3,12,3,test,385,248
3,12,3,test,351,92
3,12,3,test,909,898
3,12,3,test,157,16
3,12,3,test,222,60
3,12,3,test,352,40
3,12,3,test,745,166
3,12,3,test,195,91
3,12,3,test,51,10
3,12,3,test,872,145
3,12,3,test,29,5
3,12,3,test,237,141
3,12,3,test,125,20
3,12,3,test,241,16
3,12,4,tr,1887,725
3,12,4,test,247,144
3,12,4,test,723,110
3,12,4,test,442,281
3,12,4,test,10,5
3,12,4,test,229,78
3,12,4,test,858,77
3,12,4,test,6,1
3,12,4,test,256,86
3,12,4,test,178,40
3,12,4,test,214,142
3,12,4,test,803,387
3,12,4,test,111,63
3,12,4,test,608,216
3,12,4,test,314,37
3,12,4,test,293,32
3,12,4,test,885,411
3,12,4,test,339,13
3,12,4,test,32,2
3,12,4,test,26,20
3,12,4,test,340,203
3,12,4,test,965,188
3,12,4,test,196,147
3,12,4,test,385,248
3,12,4,test,351,92
3,12,4,test,909,898
3,12,4,test,157,16
3,12,4,test,222,60
3,12,4,test,352,40
3,12,4,test,745,166
3,12,4,test,195,91
3,12,4,test,51,10
3,12,4,test,872,145
3,12,4,test,29,5
3,12,4,test,237,141
3,12,4,test,125,20
3,12,4,test,241,16
3,12,5,tr,2092,914
3,12,5,test,247,144
3,12,5,test,442,281
3,12,5,test,10,5
3,12,5,test,229,78
3,12,5,test,858,77
3,12,5,test,6,1
3,12,5,test,256,86
3,12,5,test,178,40
3,12,5,test,214,142
3,12,5,test,803,387
3,12,5,test,111,63
3,12,5,test,608,216
3,12,5,test,314,37
3,12,5,test,293,32
3,12,5,test,885,411
3,12,5,test,339,13
3,12,5,test,32,2
3,12,5,test,26,20
3,12,5,test,340,203
3,12,5,test,965,188
3,12,5,test,196,147
3,12,5,test,385,248
3,12,5,test,351,92
3,12,5,test,909,898
3,12,5,test,157,16
3,12,5,test,222,60
3,12,5,test,352,40
3,12,5,test,745,166
3,12,5,test,195,91
3,12,5,test,51,10
3,12,5,test,872,145
3,12,5,test,29,5
3,12,5,test,237,141
3,12,5,test,125,20
3,12,5,test,241,16
3,12,6,tr,2815,1024
3,12,6,test,247,144
3,12,6,test,442,281
3,12,6,test,10,5
3,12,6,test,229,78
3,12,6,test,858,77
3,12,6,test,6,1
3,12,6,test,256,86
3,12,6,test,178,40
3,12,6,test,214,142
3,12,6,test,111,63
3,12,6,test,608,216
3,12,6,test,314,37
3,12,6,test,293,32
3,12,6,test,885,411
3,12,6,test,339,13
3,12,6,test,32,2
3,12,6,test,26,20
3,12,6,test,340,203
3,12,6,test,965,188
3,12,6,test,196,147
3,12,6,test,385,248
3,12,6,test,351,92
3,12,6,test,909,898
3,12,6,test,157,16
3,12,6,test,222,60
3,12,6,test,352,40
3,12,6,test,745,166
3,12,6,test,195,91
3,12,6,test,51,10
3,12,6,test,872,145
3,12,6,test,29,5
3,12,6,test,237,141
3,12,6,test,125,20
3,12,6,test,241,16
3,12,7,tr,3618,1411
3,12,7,test,247,144
3,12,7,test,442,281
3,12,7,test,10,5
3,12,7,test,229,78
3,12,7,test,858,77
3,12,7,test,6,1
3,12,7,test,256,86
3,12,7,test,214,142
3,12,7,test,111,63
3,12,7,test,608,216
3,12,7,test,314,37
3,12,7,test,885,411
3,12,7,test,339,13
3,12,7,test,32,2
3,12,7,test,26,20
3,12,7,test,340,203
3,12,7,test,965,188
3,12,7,test,196,147
3,12,7,test,385,248
3,12,7,test,909,898
3,12,7,test,157,16
3,12,7,test,222,60
3,12,7,test,352,40
3,12,7,test,745,166
3,12,7,test,195,91
3,12,7,test,51,10
3,12,7,test,872,145
3,12,7,test,29,5
3,12,7,test,237,141
3,12,7,test,241,16
3,12,8,tr,4565,1595
3,12,8,test,247,144
3,12,8,test,442,281
3,12,8,test,10,5
3,12,8,test,229,78
3,12,8,test,858,77
3,12,8,test,6,1
3,12,8,test,256,86
3,12,8,test,214,142
3,12,8,test,111,63
3,12,8,test,608,216
3,12,8,test,314,37
3,12,8,test,339,13
3,12,8,test,32,2
3,12,8,test,340,203
3,12,8,test,965,188
3,12,8,test,196,147
3,12,8,test,385,248
3,12,8,test,909,898
3,12,8,test,157,16
3,12,8,test,222,60
3,12,8,test,352,40
3,12,8,test,745,166
3,12,8,test,195,91
3,12,8,test,51,10
3,12,8,test,872,145
3,12,8,test,29,5
3,12,8,test,237,141
3,12,8,test,241,16
3,12,9,tr,5476,2026
3,12,9,test,247,144
3,12,9,test,442,281
3,12,9,test,10,5
3,12,9,test,229,78
3,12,9,test,858,77
3,12,9,test,256,86
3,12,9,test,214,142
3,12,9,test,111,63
3,12,9,test,608,216
3,12,9,test,314,37
3,12,9,test,339,13
3,12,9,test,32,2
3,12,9,test,340,203
3,12,9,test,965,188
3,12,9,test,196,147
3,12,9,test,385,248
3,12,9,test,909,898
3,12,9,test,157,16
3,12,9,test,222,60
3,12,9,test,352,40
3,12,9,test,745,166
3,12,9,test,195,91
3,12,9,test,51,10
3,12,9,test,872,145
3,12,9,test,29,5
3,12,9,test,237,141
3,12,9,test,241,16
3,12,10,tr,5482,2027
3,12,10,test,247,144
3,12,10,test,442,281
3,12,10,test,10,5
3,12,10,test,229,78
3,12,10,test,858,77
3,12,10,test,256,86
3,12,10,test,214,142
3,12,10,test,608,216
3,12,10,test,314,37
3,12,10,test,339,13
3,12,10,test,32,2
3,12,10,test,340,203
3,12,10,test,965,188
3,12,10,test,196,147
3,12,10,test,385,248
3,12,10,test,909,898
3,12,10,test,157,16
3,12,10,test,222,60
3,12,10,test,352,40
3,12,10,test,745,166
3,12,10,test,195,91
3,12,10,test,51,10
3,12,10,test,872,145
3,12,10,test,237,141
3,12,10,test,241,16
3,12,11,tr,5622,2095
3,12,11,test,247,144
3,12,11,test,442,281
3,12,11,test,32,2
3,12,11,test,10,5
3,12,11,test,340,203
3,12,11,test,229,78
3,12,11,test,965,188
3,12,11,test,858,77
3,12,11,test,196,147
3,12,11,test,385,248
3,12,11,test,256,86
3,12,11,test,157,16
3,12,11,test,214,142
3,12,11,test,608,216
3,12,11,test,314,37
3,12,11,test,222,60
3,12,11,test,352,40
3,12,11,test,745,166
3,12,11,test,195,91
3,12,11,test,51,10
3,12,11,test,872,145
3,12,11,test,237,141
3,12,11,test,241,16
3,12,11,test,339,13
3,12,12,tr,6531,2993
3,12,12,test,247,144
3,12,12,test,442,281
3,12,12,test,32,2
3,12,12,test,10,5
3,12,12,test,340,203
3,12,12,test,229,78
3,12,12,test,965,188
3,12,12,test,858,77
3,12,12,test,196,147
3,12,12,test,385,248
3,12,12,test,256,86
3,12,12,test,157,16
3,12,12,test,214,142
3,12,12,test,608,216
3,12,12,test,314,37
3,12,12,test,222,60
3,12,12,test,352,40
3,12,12,test,745,166
3,12,12,test,51,10
3,12,12,test,872,145
3,12,12,test,237,141
3,12,12,test,241,16
3,12,12,test,339,13
3,12,13,tr,6564,3007
3,12,13,test,247,144
3,12,13,test,442,281
3,12,13,test,32,2
3,12,13,test,10,5
3,12,13,test,340,203
3,12,13,test,229,78
3,12,13,test,965,188
3,12,13,test,385,248
3,12,13,test,256,86
3,12,13,test,157,16
3,12,13,test,214,142
3,12,13,test,608,216
3,12,13,test,314,37
3,12,13,test,222,60
3,12,13,test,352,40
3,12,13,test,51,10
3,12,13,test,872,145
3,12,13,test,237,141
3,12,13,test,339,13
3,12,14,tr,8164,3342
3,12,14,test,608,216
3,12,14,test,10,5
3,12,14,test,340,203
3,12,14,test,229,78
3,12,14,test,965,188
3,12,14,test,222,60
3,12,14,test,352,40
3,12,14,test,872,145
3,12,14,test,256,86
3,12,14,test,339,13
3,12,15,tr,9790,4294
3,12,15,test,608,216
3,12,15,test,10,5
3,12,15,test,340,203
3,12,15,test,229,78
3,12,15,test,965,188
3,12,15,test,352,40
3,12,15,test,872,145
3,12,15,test,256,86
3,12,15,test,339,13
3,12,16,tr,9180,3846
3,12,16,test,608,216
3,12,16,test,340,203
3,12,16,test,229,78
3,12,16,test,965,188
3,12,16,test,352,40
3,12,16,test,872,145
3,12,16,test,339,13
3,12,17,tr,9241,3748
3,12,17,test,608,216
3,12,17,test,965,188
3,12,17,test,352,40
3,12,17,test,872,145
3,12,17,test,339,13
3,13,1,tr,162,77
3,13,1,test,247,144
3,13,1,test,723,110
3,13,1,test,442,281
3,13,1,test,10,5
3,13,1,test,229,78
3,13,1,test,135,34
3,13,1,test,858,77
3,13,1,test,6,1
3,13,1,test,256,86
3,13,1,test,178,40
3,13,1,test,214,142
3,13,1,test,803,387
3,13,1,test,111,63
3,13,1,test,608,216
3,13,1,test,314,37
3,13,1,test,453,69
3,13,1,test,293,32
3,13,1,test,885,411
3,13,1,test,339,13
3,13,1,test,205,189
3,13,1,test,32,2
3,13,1,test,26,20
3,13,1,test,340,203
3,13,1,test,965,188
3,13,1,test,196,147
3,13,1,test,385,248
3,13,1,test,588,437
3,13,1,test,351,92
3,13,1,test,909,898
3,13,1,test,157,16
3,13,1,test,109,37
3,13,1,test,222,60
3,13,1,test,352,40
3,13,1,test,745,166
3,13,1,test,195,91
3,13,1,test,51,10
3,13,1,test,872,145
3,13,1,test,29,5
3,13,1,test,237,141
3,13,1,test,125,20
3,13,1,test,241,16
3,13,2,tr,602,148
3,13,2,test,247,144
3,13,2,test,723,110
3,13,2,test,442,281
3,13,2,test,10,5
3,13,2,test,229,78
3,13,2,test,135,34
3,13,2,test,858,77
3,13,2,test,6,1
3,13,2,test,256,86
3,13,2,test,178,40
3,13,2,test,214,142
3,13,2,test,803,387
3,13,2,test,111,63
3,13,2,test,608,216
3,13,2,test,314,37
3,13,2,test,293,32
3,13,2,test,885,411
3,13,2,test,339,13
3,13,2,test,205,189
3,13,2,test,32,2
3,13,2,test,26,20
3,13,2,test,340,203
3,13,2,test,965,188
3,13,2,test,196,147
3,13,2,test,385,248
3,13,2,test,588,437
3,13,2,test,351,92
3,13,2,test,909,898
3,13,2,test,157,16
3,13,2,test,109,37
3,13,2,test,222,60
3,13,2,test,352,40
3,13,2,test,745,166
3,13,2,test,195,91
3,13,2,test,51,10
3,13,2,test,872,145
3,13,2,test,29,5
3,13,2,test,237,141
3,13,2,test,125,20
3,13,2,test,241,16
3,13,3,tr,1055,217
3,13,3,test,247,144
3,13,3,test,723,110
3,13,3,test,442,281
3,13,3,test,10,5
3,13,3,test,229,78
3,13,3,test,858,77
3,13,3,test,6,1
3,13,3,test,256,86
3,13,3,test,178,40
3,13,3,test,214,142
3,13,3,test,803,387
3,13,3,test,111,63
3,13,3,test,608,216
3,13,3,test,314,37
3,13,3,test,293,32
3,13,3,test,885,411
3,13,3,test,339,13
3,13,3,test,205,189
3,13,3,test,32,2
3,13,3,test,26,20
3,13,3,test,340,203
3,13,3,test,965,188
3,13,3,test,196,147
3,13,3,test,385,248
3,13,3,test,351,92
3,13,3,test,909,898
3,13,3,test,157,16
3,13,3,test,222,60
3,13,3,test,352,40
3,13,3,test,745,166
3,13,3,test,195,91
3,13,3,test,51,10
3,13,3,test,872,145
3,13,3,test,29,5
3,13,3,test,237,141
3,13,3,test,125,20
3,13,3,test,241,16
3,13,4,tr,1887,725
3,13,4,test,247,144
3,13,4,test,723,110
3,13,4,test,442,281
3,13,4,test,10,5
3,13,4,test,229,78
3,13,4,test,858,77
3,13,4,test,6,1
3,13,4,test,256,86
3,13,4,test,178,40
3,13,4,test,214,142
3,13,4,test,803,387
3,13,4,test,111,63
3,13,4,test,608,216
3,13,4,test,314,37
3,13,4,test,293,32
3,13,4,test,885,411
3,13,4,test,339,13
3,13,4,test,32,2
3,13,4,test,26,20
3,13,4,test,340,203
3,13,4,test,965,188
3,13,4,test,196,147
3,13,4,test,385,248
3,13,4,test,351,92
3,13,4,test,909,898
3,13,4,test,157,16
3,13,4,test,222,60
3,13,4,test,352,40
3,13,4,test,745,166
3,13,4,test,195,91
3,13,4,test,51,10
3,13,4,test,872,145
3,13,4,test,29,5
3,13,4,test,237,141
3,13,4,test,125,20
3,13,4,test,241,16
3,13,5,tr,2092,914
3,13,5,test,247,144
3,13,5,test,442,281
3,13,5,test,10,5
3,13,5,test,229,78
3,13,5,test,858,77
3,13,5,test,6,1
3,13,5,test,256,86
3,13,5,test,178,40
3,13,5,test,214,142
3,13,5,test,803,387
3,13,5,test,111,63
3,13,5,test,608,216
3,13,5,test,314,37
3,13,5,test,293,32
3,13,5,test,885,411
3,13,5,test,339,13
3,13,5,test,32,2
3,13,5,test,26,20
3,13,5,test,340,203
3,13,5,test,965,188
3,13,5,test,196,147
3,13,5,test,385,248
3,13,5,test,351,92
3,13,5,test,909,898
3,13,5,test,157,16
3,13,5,test,222,60
3,13,5,test,352,40
3,13,5,test,745,166
3,13,5,test,195,91
3,13,5,test,51,10
3,13,5,test,872,145
3,13,5,test,29,5
3,13,5,test,237,141
3,13,5,test,125,20
3,13,5,test,241,16
3,13,6,tr,2815,1024
3,13,6,test,247,144
3,13,6,test,442,281
3,13,6,test,10,5
3,13,6,test,229,78
3,13,6,test,858,77
3,13,6,test,6,1
3,13,6,test,256,86
3,13,6,test,178,40
3,13,6,test,214,142
3,13,6,test,111,63
3,13,6,test,608,216
